Model version,EM,Release date,Organization,Country,Training compute (FLOP),Training compute notes,Name,Shots,Notes,Source,Source link,id
Baichuan-2-13B-Base,0.528,2023-09-06,Baichuan,China,2.03e+23,"They describe the dataset as having 2.6T tokens, but the checkpoint graph makes it clear that's also the number of tokens the model was trained on.

13b * 2.6t * 6 = 2.03e23",Baichuan 2-13B-Base,4,"""For GSM8K, we adopt 4-shot testing derived from OpenCompass (OpenCompass, 2023).""",Baichuan 2: Open Large-scale Language Models,http://arxiv.org/abs/2309.10305,recGqlIrVF6UiDf9Q
Phi-3.5-mini-instruct,0.862,2024-08-16,Microsoft,United States of America,3.7101154e+22,"6ND = 6*3800000000.00 parameters *3400000000000 tokens  = 7.752e+22

512 GPUs *133800000000000 FLOP/s *240 hours *3600 sec/hour *0.3 [assumed utilization] = 1.7756652e+22

geometric mean sqrt (7.752e+22*1.7756652e+22) = 3.7101154e+22",Phi-3.5-mini,8,CoT,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone,http://arxiv.org/abs/2404.14219,reccYIVbofOBOPknJ
Phi-3.5-MoE-instruct,0.887,2024-08-17,Microsoft,United States of America,3.0202896e+23,"512 GPUs * 989500000000000 FLOP / sec * 552 hours * 3600 sec / hour * 0.3 [assumed utilization] = 3.0202896e+23 FLOP

6 FLOP / token / parameter * 4900000000000 tokens * 6.6*10^9 active parameters = 1.9404e+23 FLOP (slightly less confidence than hardware estimation since the 6ND formula is less accurate for MoE)",Phi-3.5-MoE,8,CoT,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone,http://arxiv.org/abs/2404.14219,recDI1z24XCRLbrny
Mistral-7B-v0.1,0.544,2023-09-27,Mistral AI,France,,,Mistral 7B,8,CoT,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone,http://arxiv.org/abs/2404.14219,rec4iro1y3Mse53sB
Mistral-Nemo-Base-2407,0.842,2024-07-18,Mistral AI,France,,,Mistral-Nemo 12B,8,CoT,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone,http://arxiv.org/abs/2404.14219,recdbE6j0lBrX5byj
Llama-3.1-8B-Instruct,0.824,2024-07-23,Meta AI,United States of America,1.224e+24,"Huggingface page says 3.1-8B used 1.46M H100 hours and trained over 15T tokens. https://huggingface.co/meta-llama/Llama-3.1-70B
The paper also says that 3.1-405B got MFU of between 38-43%; presumably 8B was around the same or a bit higher. I'll assume utilization of 40%

6ND:
6 * 15T * 8B = 7.2e23 FLOPs

Hardware:
1.46M * 9.9e14 * 3600 * 0.4 = 2.08e24 FLOPs

Geometric mean: sqrt(7.2e23 * 2.08e24) = 1.224e24

Note that Llama 3-8B also said it used 15T tokens, but only 1.3M H100 hours. This suggests 3.1 might have used a bit more than 15T tokens.",Llama-3.1-In 8B,8,CoT,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone,http://arxiv.org/abs/2404.14219,recOcYLjPO17LCZQP
gemma-2-9b,0.849,,Google DeepMind,United States of America,4.32e+23,"""For the 9B model, we train on an 8x16x32 configuration of TPUv4, totaling 4096 chips""

6ND = 6 FLOP / token / parameter * 9000000000 parameters * 8000000000000 tokens = 4.32e+23 FLOP",Gemma-2 9B,8,CoT,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone,http://arxiv.org/abs/2404.14219,rec7skWHWt0sr5KwE
gemini-1.5-flash-001,0.824,2024-05-23,Google DeepMind,United States of America,,"""Gemini 1.5 Flash is a dense Transformer based model that is online distilled [...] from Gemini 1.5 Pro.""",Gemini-1.5 Flash,8,CoT,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone,http://arxiv.org/abs/2404.14219,recx5qxkmLl6QN3sM
gpt-4o-mini-2024-07-18,0.913,2024-07-18,OpenAI,United States of America,,"Training compute estimated to be 7.36001e+24 from benchmark scores. https://colab.research.google.com/drive/1r3pUMhB7Kh0Gls9eG-v_XefWrye9fVQR?usp=sharing

90% CI [3.23e+24, 2.05e+25]",GPT-4o-mini,8,CoT,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone,http://arxiv.org/abs/2404.14219,recf8nbb0TVMGvbfa
text-davinci-003,0.571,2022-11-28,,,,,GPT-3.5,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recxA7ihKzVOLgmMY
,0.92,,,,,,GPT-4,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recG9xCafZa19bziY
falcon-180B,0.544,2023-09-06,Technology Innovation Institute,United Arab Emirates,3.76e+24,"43,500 petaflop-days per Table 1 of the paper

43500 * 1e15 * 24 * 3600 = 3.76e24


C = 6ND = 6 FLOP/token/parameter * 3.5 trillion tokens * 180 billion parameters = 3.78*10^24 FLOP",Falcon 180B,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recifLu8aRHvaMnoy
Qwen-7B,0.517,2023-09-28,Alibaba,China,1.01e+23,"2.4T tokens per Table 1

7b*2.4T*6 = 1.01e23",Qwen 7B,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recJXNf2osPIVcVJ1
Qwen-14B,0.613,2023-09-28,Alibaba,China,2.5e+23,"3T tokens per Table 1

14B*3T*6 = 2.5e23",Qwen 14B,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recHeOf9hsuMTB0Nt
Baichuan-2-7B-Base,0.245,2023-09-20,Baichuan,China,1.092e+23,"7b * 2.6t * 6 = 1.092e23
Also mentions 1,024 NVIDIA A800 GPUs at 180 TFLOPS per GPU",Baichuan 2 7B,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,rect5qryhROP5cKF1
Baichuan-2-13B-Base,0.221,2023-09-06,Baichuan,China,2.03e+23,"They describe the dataset as having 2.6T tokens, but the checkpoint graph makes it clear that's also the number of tokens the model was trained on.

13b * 2.6t * 6 = 2.03e23",Baichuan 2 13B,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recS8XnSp8vwS08Nq
Llama-2-7b,0.167,2023-07-18,Meta AI,United States of America,8.4e+22,"Trained on 2 trillion tokens per Table 1. 

C = 6ND = 6 FLOP / token / parameter * 7B parameters * 2T tokens = 8.4e+22 FLOP.

Also, 7B model was trained on 184320 GPU-hours

312 trillion * 184320 GPU-hours * 3600 sec/hour * 0.3 [utilization] = 6.21e22 FLOP",LlaMA 2 7B,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recalDZW02BuhxxDe
Llama-2-34b,0.422,2023-07-18,Meta AI,United States of America,4.08e+23,"All models sizes trained on 2.0T tokens, per table 1
2T * 34b * 6 = 4.08e23

Also trained on 1038336 A100-hours, which is 3.5e23 at 30% utilization. So the utilization was probably around 35%.",LlaMA 2 34B,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recp9w8gDc4q84LTY
Llama-2-70b-hf ,0.568,2023-07-18,Meta AI,United States of America,8.1e+23,"""Pretraining utilized a cumulative 3.3M GPU hours of computation on hardware of type A100-80GB"" of which 1720320 GPU hours were used to train the 70B model.

311.84 BF16 TFLOP/s * 1720320 hours * 0.40 utilization = 7.725e+23 FLOP.

Alternatively: the model was trained for 1 epoch on 2 trillion tokens and has 70B parameters. C = 6ND = 6*70B*2T = 8.4e+23 FLOP.",LlaMA 2 70B,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recFypD2efi4otQCy
Mistral-7B-v0.1,0.475,2023-09-27,Mistral AI,France,,,Mistral 7B,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,reclGrtotrnt1MfuQ
internlm-20b,0.629,2023-09-18,,,,,InternLM 20B,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,reccIpxndujtTs3bV
,0.558,,,,,,Skywork 7B,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recGiS1gp3htD6tJL
Yi-6B,0.325,2023-11-02,01.AI,China,1.26e+23,6*7*10^9*3*10^12 = 1.26e+23,Yi 6B,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recA2Ili8KeePjYZs
Yi-34B,0.672,2023-11-02,01.AI,China,6.1e+23,"""The dataset we use contains Chinese & English only. We used approximately 3T tokens"" sounds like this means it was trained on 3T tokens, not necessarily that the dataset contains 3T tokens?

If so, 34b * 3T * 6 = 6.1e23",Yi 34B,,,Yi: Open Foundation Models by 01.AI,http://arxiv.org/abs/2403.04652,recpRrI1v4ew4AMpx
mpt-7b,0.068,2023-05-05,MosaicML,United States of America,4.2000000000000004e+22,"""As shown in Table 3, nearly all of the training budget was spent on the base MPT-7B model, which took ~9.5 days to train on 440xA100-40GB GPUs, and cost ~$200k.""",MPT 7B,8,,Llama 2: Open Foundation and Fine-Tuned Chat Models,http://arxiv.org/abs/2307.09288,recwye183nOXecXAC
mpt-30b,0.152,2023-06-22,MosaicML,United States of America,1.8900000000001e+23,"According to their blog post,
""MPT-30B FLOPs ~= 6 * 30e9 [params] * 1.05e12 [tokens] = 1.89e23 FLOPs""",MPT 30B,8,,Llama 2: Open Foundation and Fine-Tuned Chat Models,http://arxiv.org/abs/2307.09288,rec6UjNAzgKa4aDoH
falcon-7b,0.068,2023-04-24,Technology Innovation Institute,United Arab Emirates,6.3e+22,"6ND = 6 * 7B * 1.5T = 6.3e22
""Falcon-7B is a 7B parameters causal decoder-only model built by TII and trained on 1,500B tokens of RefinedWeb enhanced with curated corpora. It is made available under the Apache 2.0 license.""

Table 1 from https://arxiv.org/pdf/2311.16867 Falcon paper

730 petaflop-days * 1e15 * 24 * 3600 = 6.3072e+22 FLOPs",Falcon 7B,8,,Llama 2: Open Foundation and Fine-Tuned Chat Models,http://arxiv.org/abs/2307.09288,recbtjtAzdu0vswek
falcon-40b,0.196,2023-03-15,Technology Innovation Institute,United Arab Emirates,2.4e+23,"C = 6ND = 6 * 40B * 1000B = 2.4e+23 FLOP (assuming one epoch)

Table 1 from https://arxiv.org/pdf/2311.16867 Falcon paper

2,800 petaflop-days * 1e15 * 24 * 3600 = 2.4192e+23 FLOPs",Falcon 40B,8,,Llama 2: Open Foundation and Fine-Tuned Chat Models,http://arxiv.org/abs/2307.09288,reccgFXJBe3qRmPEN
LLaMA-7B,0.11,2023-02-24,Meta AI,United States of America,4.00000001e+22,"1T tokens * 6.7B parameters * 6 FLOP/token/parameter = 4e22 FLOP
",LLAMA 1 7B,8,,Llama 2: Open Foundation and Fine-Tuned Chat Models,http://arxiv.org/abs/2307.09288,recMklFp5jpk1l1Dr
LLaMA-13B,0.178,2023-02-24,Meta AI,United States of America,7.8e+22,"1T tokens * 13B parameters * 6 FLOP/token/parameter = 7.8e22

from paper, Llama-13B took 135,168 GPU hours using A100s

312 trillion * 135,168 * 3600 = 1.518e23 FLOPs at full utilization
This implies that the actual utilization was:
MFU = 7.8e22/1.518e23 = 0.514",LLAMA 1 13B,8,,Llama 2: Open Foundation and Fine-Tuned Chat Models,http://arxiv.org/abs/2307.09288,recmVk4n0ii6xMABS
LLaMA-33B,0.356,2023-02-24,Meta AI,United States of America,2.7300000000001e+23,1.4T tokens * 32.5B params * 6 FLOP/token/param = 2.73e+23 FLOP,LLAMA 1 33B,8,,Llama 2: Open Foundation and Fine-Tuned Chat Models,http://arxiv.org/abs/2307.09288,recSODAewQMPlTkes
LLaMA-65B,0.509,2023-02-24,Meta AI,United States of America,5.5e+23,1.4e12 tokens * 6.52e10 parameters * 6 FLOP/token/parameter = 5.5e23 FLOP,LLAMA 1 65B,8,,Llama 2: Open Foundation and Fine-Tuned Chat Models,http://arxiv.org/abs/2307.09288,rec4NnfPf2dSIvbCy
Llama-2-7b,0.146,2023-07-18,Meta AI,United States of America,8.4e+22,"Trained on 2 trillion tokens per Table 1. 

C = 6ND = 6 FLOP / token / parameter * 7B parameters * 2T tokens = 8.4e+22 FLOP.

Also, 7B model was trained on 184320 GPU-hours

312 trillion * 184320 GPU-hours * 3600 sec/hour * 0.3 [utilization] = 6.21e22 FLOP",LLAMA 2 7B,8,,Llama 2: Open Foundation and Fine-Tuned Chat Models,http://arxiv.org/abs/2307.09288,recUQV5eq2Y7i9TTm
Llama-2-13b,0.287,2023-07-18,Meta AI,United States of America,1.6e+23,13 billion parameters * 2 trillion tokens * 6 FLOP / token / parameter = 1.6e23 FLOP,LLAMA 2 13B,8,,Llama 2: Open Foundation and Fine-Tuned Chat Models,http://arxiv.org/abs/2307.09288,recjXiUynLVUcfghM
Llama-2-34b,0.422,2023-07-18,Meta AI,United States of America,4.08e+23,"All models sizes trained on 2.0T tokens, per table 1
2T * 34b * 6 = 4.08e23

Also trained on 1038336 A100-hours, which is 3.5e23 at 30% utilization. So the utilization was probably around 35%.",LLAMA 2 34B,8,,Llama 2: Open Foundation and Fine-Tuned Chat Models,http://arxiv.org/abs/2307.09288,recoM9rGsGnmYfvdg
Llama-2-70b-hf ,0.568,2023-07-18,Meta AI,United States of America,8.1e+23,"""Pretraining utilized a cumulative 3.3M GPU hours of computation on hardware of type A100-80GB"" of which 1720320 GPU hours were used to train the 70B model.

311.84 BF16 TFLOP/s * 1720320 hours * 0.40 utilization = 7.725e+23 FLOP.

Alternatively: the model was trained for 1 epoch on 2 trillion tokens and has 70B parameters. C = 6ND = 6*70B*2T = 8.4e+23 FLOP.",LLAMA 2 70B,8,,Llama 2: Open Foundation and Fine-Tuned Chat Models,http://arxiv.org/abs/2307.09288,rec087bDThmBmUa7C
,0.041,,,,,,PaLM 8B,,,LLaMA: Open and Efficient Foundation Language Models,http://arxiv.org/abs/2302.13971,recMPdjwlUnS63u4r
PaLM 62B,0.33,2022-04-04,,,,,PaLM 62B,,,LLaMA: Open and Efficient Foundation Language Models,http://arxiv.org/abs/2302.13971,recdeOIkjqHvhVHBF
PaLM 540B,0.565,2022-04-04,Google Research,United States of America,2.5272e+24,"See Table 20.

6144 TPUv4 for 1200 hours + 3072 TPUv4 for 336 hours.
Equivalent to 6144 TPUv4 for 1368 hours.

46.2% model FLOPs utilization

""The 540B-parameter PaLM model sustained a remarkable 57.8% of the peak hardware floating point performance over 50 days while training on TPU v4 supercomputers."" https://cloud.google.com/blog/topics/systems/tpu-v4-enables-performance-energy-and-co2e-efficiency-gains",PaLM 540B,,,LLaMA: Open and Efficient Foundation Language Models,http://arxiv.org/abs/2302.13971,rec0taUYKp9iVVfCD
,0.162,,,,,,Minerva 8B,,,LLaMA: Open and Efficient Foundation Language Models,http://arxiv.org/abs/2302.13971,rec0tX9cIDwIb6fEu
,0.524,,,,,,Minerva 62B,,,LLaMA: Open and Efficient Foundation Language Models,http://arxiv.org/abs/2302.13971,recAZyShgnuUMMwcM
,0.685,,,,,,Minerva 540B,,,LLaMA: Open and Efficient Foundation Language Models,http://arxiv.org/abs/2302.13971,recGMaBgBDmrpUvvI
LLaMA-7B,0.11,2023-02-24,Meta AI,United States of America,4.00000001e+22,"1T tokens * 6.7B parameters * 6 FLOP/token/parameter = 4e22 FLOP
",LLaMA 7B,,,LLaMA: Open and Efficient Foundation Language Models,http://arxiv.org/abs/2302.13971,recTfzfAsGKOt9prx
LLaMA-13B,0.178,2023-02-24,Meta AI,United States of America,7.8e+22,"1T tokens * 13B parameters * 6 FLOP/token/parameter = 7.8e22

from paper, Llama-13B took 135,168 GPU hours using A100s

312 trillion * 135,168 * 3600 = 1.518e23 FLOPs at full utilization
This implies that the actual utilization was:
MFU = 7.8e22/1.518e23 = 0.514",LLaMA 13B,,,LLaMA: Open and Efficient Foundation Language Models,http://arxiv.org/abs/2302.13971,rec6vcGiZs6MASzjr
LLaMA-33B,0.356,2023-02-24,Meta AI,United States of America,2.7300000000001e+23,1.4T tokens * 32.5B params * 6 FLOP/token/param = 2.73e+23 FLOP,LLaMA 33B,,,LLaMA: Open and Efficient Foundation Language Models,http://arxiv.org/abs/2302.13971,recMypFW0m9QPk4fN
LLaMA-65B,0.509,2023-02-24,Meta AI,United States of America,5.5e+23,1.4e12 tokens * 6.52e10 parameters * 6 FLOP/token/parameter = 5.5e23 FLOP,LLaMA 65B,,,LLaMA: Open and Efficient Foundation Language Models,http://arxiv.org/abs/2302.13971,recMComWaZ4F2sglY
Llama-2-7b,0.16,2023-07-18,Meta AI,United States of America,8.4e+22,"Trained on 2 trillion tokens per Table 1. 

C = 6ND = 6 FLOP / token / parameter * 7B parameters * 2T tokens = 8.4e+22 FLOP.

Also, 7B model was trained on 184320 GPU-hours

312 trillion * 184320 GPU-hours * 3600 sec/hour * 0.3 [utilization] = 6.21e22 FLOP",LLaMA 2 7B     ,8,,Mixtral of Experts,http://arxiv.org/abs/2401.04088,recRTtTwROe3kxBBb
Llama-2-13b,0.343,2023-07-18,Meta AI,United States of America,1.6e+23,13 billion parameters * 2 trillion tokens * 6 FLOP / token / parameter = 1.6e23 FLOP,LLaMA 2 13B    ,8,,Mixtral of Experts,http://arxiv.org/abs/2401.04088,recqEMuNOspyhcIMc
LLaMA-33B,0.441,2023-02-24,Meta AI,United States of America,2.7300000000001e+23,1.4T tokens * 32.5B params * 6 FLOP/token/param = 2.73e+23 FLOP,LLaMA 1 33B    ,8,,Mixtral of Experts,http://arxiv.org/abs/2401.04088,rece7m5HNbcs75EDJ
Llama-2-70b-hf ,0.696,2023-07-18,Meta AI,United States of America,8.1e+23,"""Pretraining utilized a cumulative 3.3M GPU hours of computation on hardware of type A100-80GB"" of which 1720320 GPU hours were used to train the 70B model.

311.84 BF16 TFLOP/s * 1720320 hours * 0.40 utilization = 7.725e+23 FLOP.

Alternatively: the model was trained for 1 epoch on 2 trillion tokens and has 70B parameters. C = 6ND = 6*70B*2T = 8.4e+23 FLOP.",LLaMA 2 70B    ,8,,Mixtral of Experts,http://arxiv.org/abs/2401.04088,rec9b94BalsIQe0HQ
Mistral-7B-v0.1,0.5,2023-09-27,Mistral AI,France,,,Mistral 7B     ,8,,Mixtral of Experts,http://arxiv.org/abs/2401.04088,recVlEJvA1rFQeLL3
Mixtral-8x7B-v0.1,0.744,2023-12-11,Mistral AI,France,7.74e+23,"Assuming the model was trained on ~1-10 trillions of tokens (same OOM as the models from the comparison in Figure 1. Llama 2 was trained on 2T tokens) + Mistral Small 3 was trained on 8T of tokens, we can estimate training compute with ""speculative"" confidence:

6 FLOP / token / parameter * 12.9 * 10^9 active parameters * 10*10^12 tokens [speculatively] = 7.74e+23 FLOP",Mixtral 8x7B   ,8,,Mixtral of Experts,http://arxiv.org/abs/2401.04088,reczD1NT6XqiSTtzQ
text-davinci-003,0.782,2022-11-28,,,,,GPT-3.5 (8-shot),8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,rec2uZfuhxZCO1QSe
,0.914,,,,,,GPT-4 (8-shot),8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recnaAV2bpix00HKM
chatglm2-6b,0.288,2023-06-24,,,,,ChatGLM2 6B (8-shot),8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recblK5kWC7IZTktk
,0.33,,,,,,InternLM-Chat 7B (8-shot),8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,rec9uNRgDLKMMMIUF
,0.328,,,,,,Baichuan2-Chat 7B (8-shot),8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recCXSitnellV2Yje
,0.553,,,,,,Baichuan2-Chat 13B (8-shot),8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recaskR45xhb9PY7g
,0.263,,,,,,LLAMA 2-CHAT 7B (8-shot),8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recCOBq88JxVeWoN3
,0.371,,,,,,LLAMA 2-CHAT 13B (8-shot),8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recv4VKsxuDyUHzjU
,0.593,,,,,,LLAMA 2-CHAT 70B (8-shot),8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recguLjdTnwdGcxkN
,0.278,,,,,,QWEN-CHAT 1.8B (0-shot),0,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,reccto09UIPCUXR46
,0.195,,,,,,QWEN-CHAT 1.8B (8-shot),8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recedNzjJ2QQHxc4D
,0.503,,,,,,QWEN-CHAT 7B (0-shot),0,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recLtl2Kczn4SdH0g
,0.541,,,,,,QWEN-CHAT 7B (8-shot),8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recBoJWzc7llAHKWS
,0.601,,,,,,QWEN-CHAT 14B (0-shot),0,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recCgcRcsGPvzUFiM
,0.593,,,,,,QWEN-CHAT 14B (8-shot),8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recbwA4nD77QENHJR
mpt-7b,0.091,2023-05-05,MosaicML,United States of America,4.2000000000000004e+22,"""As shown in Table 3, nearly all of the training budget was spent on the base MPT-7B model, which took ~9.5 days to train on 440xA100-40GB GPUs, and cost ~$200k.""",MPT 7B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,rechR9KOVBLbR6gLp
mpt-30b,0.152,2023-06-22,MosaicML,United States of America,1.8900000000001e+23,"According to their blog post,
""MPT-30B FLOPs ~= 6 * 30e9 [params] * 1.05e12 [tokens] = 1.89e23 FLOPs""",MPT 30B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recll5gMAvJtlDI4Z
falcon-7b,0.068,2023-04-24,Technology Innovation Institute,United Arab Emirates,6.3e+22,"6ND = 6 * 7B * 1.5T = 6.3e22
""Falcon-7B is a 7B parameters causal decoder-only model built by TII and trained on 1,500B tokens of RefinedWeb enhanced with curated corpora. It is made available under the Apache 2.0 license.""

Table 1 from https://arxiv.org/pdf/2311.16867 Falcon paper

730 petaflop-days * 1e15 * 24 * 3600 = 6.3072e+22 FLOPs",Falcon 7B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recBtj68J3F2ighqz
falcon-40b,0.196,2023-03-15,Technology Innovation Institute,United Arab Emirates,2.4e+23,"C = 6ND = 6 * 40B * 1000B = 2.4e+23 FLOP (assuming one epoch)

Table 1 from https://arxiv.org/pdf/2311.16867 Falcon paper

2,800 petaflop-days * 1e15 * 24 * 3600 = 2.4192e+23 FLOPs",Falcon 40B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,rec0JKU1MVgnyXiaG
chatglm2-6b,0.324,2023-06-24,,,,,ChatGLM2 6B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recCpu5aGJJNQDoZt
internlm-7b,0.312,2023-07-05,,,,,InternLM 7B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recWftrwAHnRbFITr
internlm-20b,0.526,2023-09-18,,,,,InternLM 20B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recNoBGJXXooeIWLz
Baichuan-2-7B-Base,0.246,2023-09-20,Baichuan,China,1.092e+23,"7b * 2.6t * 6 = 1.092e23
Also mentions 1,024 NVIDIA A800 GPUs at 180 TFLOPS per GPU",Baichuan2 7B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recCrNkpJFgDVJ6Tf
Baichuan-2-13B-Base,0.528,2023-09-06,Baichuan,China,2.03e+23,"They describe the dataset as having 2.6T tokens, but the checkpoint graph makes it clear that's also the number of tokens the model was trained on.

13b * 2.6t * 6 = 2.03e23",Baichuan2 13B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,rec0gI6pARuxRMVr5
LLaMA-7B,0.11,2023-02-24,Meta AI,United States of America,4.00000001e+22,"1T tokens * 6.7B parameters * 6 FLOP/token/parameter = 4e22 FLOP
",LLaMA 7B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recrWri4a3tjHHdlF
LLaMA-13B,0.203,2023-02-24,Meta AI,United States of America,7.8e+22,"1T tokens * 13B parameters * 6 FLOP/token/parameter = 7.8e22

from paper, Llama-13B took 135,168 GPU hours using A100s

312 trillion * 135,168 * 3600 = 1.518e23 FLOPs at full utilization
This implies that the actual utilization was:
MFU = 7.8e22/1.518e23 = 0.514",LLaMA 13B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,rec9PV4HA7E8YFgMJ
LLaMA-33B,0.423,2023-02-24,Meta AI,United States of America,2.7300000000001e+23,1.4T tokens * 32.5B params * 6 FLOP/token/param = 2.73e+23 FLOP,LLaMA 33B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recxheW0e7qyWPJSI
LLaMA-65B,0.544,2023-02-24,Meta AI,United States of America,5.5e+23,1.4e12 tokens * 6.52e10 parameters * 6 FLOP/token/parameter = 5.5e23 FLOP,LLaMA 65B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,rec49SYWqVvnyux3x
Llama-2-7b,0.167,2023-07-18,Meta AI,United States of America,8.4e+22,"Trained on 2 trillion tokens per Table 1. 

C = 6ND = 6 FLOP / token / parameter * 7B parameters * 2T tokens = 8.4e+22 FLOP.

Also, 7B model was trained on 184320 GPU-hours

312 trillion * 184320 GPU-hours * 3600 sec/hour * 0.3 [utilization] = 6.21e22 FLOP",LLAMA 2 7B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recNitTxcPAdpzITH
Llama-2-13b,0.296,2023-07-18,Meta AI,United States of America,1.6e+23,13 billion parameters * 2 trillion tokens * 6 FLOP / token / parameter = 1.6e23 FLOP,LLAMA 2 13B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recnufr3ybafoxuxD
Llama-2-34b,0.422,2023-07-18,Meta AI,United States of America,4.08e+23,"All models sizes trained on 2.0T tokens, per table 1
2T * 34b * 6 = 4.08e23

Also trained on 1038336 A100-hours, which is 3.5e23 at 30% utilization. So the utilization was probably around 35%.",LLAMA 2 34B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,receU4INAtymlLbDr
Llama-2-70b-hf ,0.633,2023-07-18,Meta AI,United States of America,8.1e+23,"""Pretraining utilized a cumulative 3.3M GPU hours of computation on hardware of type A100-80GB"" of which 1720320 GPU hours were used to train the 70B model.

311.84 BF16 TFLOP/s * 1720320 hours * 0.40 utilization = 7.725e+23 FLOP.

Alternatively: the model was trained for 1 epoch on 2 trillion tokens and has 70B parameters. C = 6ND = 6*70B*2T = 8.4e+23 FLOP.",LLAMA 2 70B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recETvjYPiBguB7sr
StableBeluga2,0.696,2023-07-20,Stability AI,United Kingdom,,,StableBeluga2 70B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recyd0ZfeN48NpVc5
Qwen-1_8B,0.212,2023-11-30,,,,,QWEN 1.8B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recKJ9LXmZvEkfVBk
Qwen-7B,0.517,2023-09-28,Alibaba,China,1.01e+23,"2.4T tokens per Table 1

7b*2.4T*6 = 1.01e23",QWEN 7B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recJ2BKu4GfbEnMOX
Qwen-14B,0.613,2023-09-28,Alibaba,China,2.5e+23,"3T tokens per Table 1

14B*3T*6 = 2.5e23",QWEN 14B,8,,Qwen Technical Report,https://arxiv.org/abs/2309.16609,recLeeSk6utRh8JlP
DeepSeek-Coder-V2-Lite-Instruct,0.876,2024-06-13,,,,,DS-Coder-V2-Lite-Instruct,,,Qwen2.5-Coder Technical Report,http://arxiv.org/abs/2409.12186,rec0LE2Ld8YxKTtGU
