Model version,mean_score,Best score (across scorers),Release date,Organization,Country,Training compute (FLOP),Training compute notes,stderr,Log viewer,Logs,Started at,id
o4-mini-2025-04-16_high,0.188,0.188,2025-04-16,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.012361586015103758,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FgaGdPvvfvAw7MjP4HaVQCT.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/gaGdPvvfvAw7MjP4HaVQCT.eval,2026-08-27T19:28:50.000Z,gaGdPvvfvAw7MjP4HaVQCT
gpt-5-2025-08-07_high,0.501,0.501,2025-08-07,OpenAI,United States of America,6.6e+25,"Fairly speculative, possibly around 6e25 [CI: 2e25 to 2e26] FLOP. See document below for details

https://docs.google.com/document/d/1V2jIk365LnhH4WDoCw5dYJjZr1Htw8IHaK1noMf5Y48/edit?tab=t.z871imftkus",0.015819268290576817,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FgTLurbyKU63i2opsGkJGwh.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/gTLurbyKU63i2opsGkJGwh.eval,2026-08-27T19:28:49.000Z,gTLurbyKU63i2opsGkJGwh
gpt-5.4-mini-2026-03-17_high,0.294,0.294,2026-03-17,OpenAI,United States of America,,,0.014414290540008265,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FZ3pjKgAULY9j9wmzQpdqZG.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Z3pjKgAULY9j9wmzQpdqZG.eval,2026-08-27T19:28:49.000Z,Z3pjKgAULY9j9wmzQpdqZG
gpt-5.2-2025-12-11_high,0.343,0.343,2025-12-11,OpenAI,United States of America,,,0.015019206922357007,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FXp4qkZ32zjDeSYii2eQpnm.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Xp4qkZ32zjDeSYii2eQpnm.eval,2026-08-27T19:28:37.000Z,Xp4qkZ32zjDeSYii2eQpnm
gpt-5.5_xhigh,0.63,0.63,2026-04-23,OpenAI,United States of America,,,0.015275252316519465,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FTijCafTTJUFrJ6jPGvBbgq.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/TijCafTTJUFrJ6jPGvBbgq.eval,2026-08-27T19:28:25.000Z,TijCafTTJUFrJ6jPGvBbgq
gpt-5.4-pro-2026-03-05_xhigh,0.463,0.463,2026-03-05,OpenAI,United States of America,,,0.015775927227262426,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FRfSJbuuuMkeVHQj7xrth4u.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/RfSJbuuuMkeVHQj7xrth4u.eval,2026-08-27T19:28:24.000Z,RfSJbuuuMkeVHQj7xrth4u
gpt-5.1-2025-11-13_high,0.48,0.48,2025-11-13,OpenAI,United States of America,,"Almost certainly > 1e25
",0.015806639423035177,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FQCLnRy69NBH9ip3VYtQneh.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/QCLnRy69NBH9ip3VYtQneh.eval,2026-08-27T19:28:24.000Z,QCLnRy69NBH9ip3VYtQneh
claude-sonnet-4-5-20250929_59K,0.307,0.307,2025-09-29,Anthropic,United States of America,,,0.014593284892852741,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FXQEGUQjpXupjdyKoGuSmum.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/XQEGUQjpXupjdyKoGuSmum.eval,2026-08-27T19:28:19.000Z,XQEGUQjpXupjdyKoGuSmum
gpt-5.4-2026-03-05_xhigh,0.451,0.451,2026-03-05,OpenAI,United States of America,,,0.015743152379585443,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FAzCkm282PLhDdLJ8DnAQQc.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/AzCkm282PLhDdLJ8DnAQQc.eval,2026-08-27T19:28:16.000Z,AzCkm282PLhDdLJ8DnAQQc
claude-sonnet-5_xhigh,0.329,0.329,2026-06-30,Anthropic,United States of America,,,0.014865395385928355,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FQw4tGw38pk4sdsEehhrLSR.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Qw4tGw38pk4sdsEehhrLSR.eval,2026-08-27T19:28:11.000Z,Qw4tGw38pk4sdsEehhrLSR
claude-opus-4-5-20251101_32K,0.457,0.457,2025-11-24,Anthropic,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.0157606915901365,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FCA5LW4phRnHSsZUGXEm8H6.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/CA5LW4phRnHSsZUGXEm8H6.eval,2026-08-27T19:28:02.000Z,CA5LW4phRnHSsZUGXEm8H6
claude-haiku-4-5-20251001_32K,0.126,0.126,2025-10-15,Anthropic,United States of America,,,0.010499249222407964,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FVhBM9HgJ2RuSVwXriRXMVJ.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/VhBM9HgJ2RuSVwXriRXMVJ.eval,2026-08-27T19:27:58.000Z,VhBM9HgJ2RuSVwXriRXMVJ
gpt-5.2-2025-12-11_xhigh,0.371,0.371,2025-12-11,OpenAI,United States of America,,,0.015283736211823095,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FE3325ytkSNYP8ez53VA4fE.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/E3325ytkSNYP8ez53VA4fE.eval,2026-08-27T19:27:55.000Z,E3325ytkSNYP8ez53VA4fE
claude-opus-4-6_max,0.47,0.47,2026-02-05,Anthropic,United States of America,,,0.015790799515836722,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F85fhMxLaebWtLoi6oLpTbi.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/85fhMxLaebWtLoi6oLpTbi.eval,2026-08-27T19:27:45.000Z,85fhMxLaebWtLoi6oLpTbi
claude-sonnet-5_max,0.337,0.337,2026-06-30,Anthropic,United States of America,,,0.014955087918653461,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FLPo74T9L3CawnKX5LLUrSZ.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/LPo74T9L3CawnKX5LLUrSZ.eval,2026-08-27T19:27:42.000Z,LPo74T9L3CawnKX5LLUrSZ
claude-sonnet-4-6_max,0.328,0.328,2026-02-17,Anthropic,United States of America,,,0.014853842487270312,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FZs5fCvNzaz8LhqgwDSAztU.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Zs5fCvNzaz8LhqgwDSAztU.eval,2026-08-27T19:27:37.000Z,Zs5fCvNzaz8LhqgwDSAztU
claude-opus-4-7_xhigh,0.517,0.517,2026-04-16,Anthropic,United States of America,,,0.015810153729833274,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F2c4rvmf5N7QXTugrFLMZ83.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/2c4rvmf5N7QXTugrFLMZ83.eval,2026-08-27T19:27:26.000Z,2c4rvmf5N7QXTugrFLMZ83
claude-opus-4-8_max,0.53,0.53,2026-05-28,Anthropic,United States of America,,,0.015790799515836722,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FViC6pxQZUVS3E9M9iEubF7.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/ViC6pxQZUVS3E9M9iEubF7.eval,2026-08-27T19:27:24.000Z,ViC6pxQZUVS3E9M9iEubF7
gpt-5.6-sol_max,0.697,0.697,2026-07-09,OpenAI,United States of America,,,0.014539683710535193,,,2026-08-10T23:44:30.000Z,UnRUSuZzm2X27TUbpeMPva
gpt-5.6-terra_max,0.432,0.432,2026-07-09,OpenAI,United States of America,,,0.015672320237336324,,,2026-08-10T23:44:21.000Z,DienatPbgfgn3EzM7Gvzxr
gpt-5.6-luna_max,0.41,0.41,2026-07-09,OpenAI,United States of America,,,0.015560917136921657,,,2026-08-10T23:44:20.000Z,CeDghdBk8CqtiFSbUzxNH5
claude-opus-5_max,0.599,0.599,2026-07-24,Anthropic,United States of America,,,0.01550610974549837,,,2026-08-10T23:44:04.000Z,Zftz2yk4X5NF28JQzjN3hZ
claude-fable-5_xhigh,0.707,0.707,2026-06-09,Anthropic,United States of America,,,0.014399942998441292,,,2026-08-10T23:44:03.000Z,SEnvgtunRa5GwAtU2sHa87
claude-sonnet-4-6_high,0.355,0.355,2026-02-17,Anthropic,United States of America,,,0.015139491543780595,,,2026-08-10T22:42:23.000Z,LJyKf8Xy4dymxNHbGLwNdA
claude-sonnet-4-5-20250929,0.237,0.237,2025-09-29,Anthropic,United States of America,,,0.013454070462577935,,,2026-08-10T22:42:10.000Z,MhqeuRVx4JcRfxPQDYPq7Z
gemini-3.1-pro-preview_high,0.735,0.735,2026-02-19,Google DeepMind,United States of America,,,0.013963164754810065,,,2026-08-10T21:35:39.000Z,VGeF8Xac4WcSAGgSXVdEBi
kimi-k2.6,0.349,0.349,2026-04-20,Moonshot,China,,,0.015080663991563052,,,2026-08-10T21:35:30.000Z,hHnQVatVTbQjM4sfrjw7GH
gpt-5-mini-2025-08-07_high,0.216,0.216,2025-08-07,OpenAI,United States of America,,,0.013019735539307761,,,2026-08-10T21:35:29.000Z,8d5RuFTTJKuJ5iJYmPZVJe
gpt-5-nano-2025-08-07_high,0.117,0.117,2025-08-07,OpenAI,United States of America,,,0.010169287802713343,,,2026-08-10T21:35:25.000Z,KgUCEfVCyRnY8B5kVChyiD
claude-haiku-4-5-20251001,0.132,0.132,2025-10-15,Anthropic,United States of America,,,0.010709373963527967,,,2026-08-10T21:26:22.000Z,J2kUEjR9r6Spd594qDNTTf
